Headline,URL,Publication Date,Author,Content
Inside Jeremy Corbyn's new party: Is the Labour left making a comeback?,https://news.sky.com/story/inside-the-messy-launch-of-jeremy-corbyns-new-party-13401443,,,"It was a very messy start to what the left hoped could be the most exciting left-wing movement in modern times.

Jeremy Corbynfinally announced something Westminster had known for a while - that he waslaunching a new left-wing partywith the formerLabourMP Zarah Sultana to ""take on the rich and powerful"" and campaign for the redistribution of wealth.

Politics latest:Labour 'full of control freaks', says Corbyn

They released a joint statement saying the system had been ""rigged"" for too long and they would offer an alternative to the ""control freaks"" within Labour as well as the ""dangerously divisive"" politics ofReform UK.

It was a much slicker statement than earlier this month, when the young firebrand Zarah Sultana sent a statement only 10 minutes after a Zoom meeting where a loose discussion over the structure of the party had been agreed,stating she would leave Labourto join the new left-wing party.

Corbyn was so unhappy with this he only responded publicly two days later - his team described the timing of the announcement as ""unfortunate"". This inevitably led to claims of factualism and the long left tradition of splitism.

But even as the party is formally announced, it still lacks a name.

More on Jeremy Corbyn

Jeremy Corbyn and Zarah Sultana announce new political partyStarmer would be foolish not to recognise the threat posed by a left-wing Corbyn partyHow easy is it to set up a new political party?

Jeremy Corbyn and Zarah Sultana announce new political party

Starmer would be foolish not to recognise the threat posed by a left-wing Corbyn party

How easy is it to set up a new political party?

Related Topics:

Jeremy CorbynLabour

When I asked Jeremy Corbyn this, he said it was ""your party"" and as such the grassroots should choose the name.

When I asked if this was a well thought out party, he denied that the communications plan was messy.

Please use Chrome browser for a more accessible video player

Chapters

descriptions off, selected

Captions settings, opens captions settings dialogCaptions off, selectedEnglish

en (Main), selected

This is a modal window.

Beginning of dialog window. Escape will cancel and close the window.

End of dialog window.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

One insider closely connected to the new party's strategy told me: ""The problem is Jeremy listens to everyone and as a result things take longer, there are lots of deliberations - that's what's been holding things up.""

But most people are happy with the agreed structure, one senior politician in the party told me: ""I'm team both - Jeremy is the older statesman, and Zarah is the future of the party. We are thrilled to get Zarah and her social media followers.""

There's no doubt that while a lot has been done behind closed doors, the party does seem slightly in chaos.

Still to be worked out is the party branding, the logo, how they will be affiliated with other organisations, they haven't registered with the Electoral Commission, and one insider working on the communications side said they had wanted a big slick website before launching.

A big unknown is the issue of party donors.

They know they don't have the backing that other parties have, and they understand they require a lot of money to keep this all ticking along.

Please use Chrome browser for a more accessible video player

Chapters

descriptions off, selected

Captions settings, opens captions settings dialogCaptions off, selectedEnglish

en (Main), selected

This is a modal window.

Beginning of dialog window. Escape will cancel and close the window.

End of dialog window.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

They confirmed they will have an inaugural conference sometime in the autumn and an assembly before that to decide on a few more things - potentially the name.

""Some people want a pre-conference to decide all of these things, but it will be decided by the same group that decided that Jeremy and Zarah should co-lead.""

What they do have going for them is support, even at this early stage.

Jeremy Corbyn told me they have an average of 500 people per minute signing up and only five hours after their official launch, they had 80,000 members.

And when you hear them talk about what the party will do, you can understand why. It's a list of where they think the government has failed. And that list is long:personal independence payment (PIP),the welfare rebellion,winter fuel chaosand above everything else,Gaza.

Read more from Sky News:Starmer must not ignore Corbyn threatPM sends rebel Labour MPs warningHow easy is it to create a new party?

Follow our channel and never miss an update.

Timing in politics is everything and the Labour left are seizing on a bit of a moment. One year on from Labour's loveless landslide,the cracks are forming.

One member who was included in the new party's earliest Zoom calls said they understand where they might have success: ""There's a lot of appetite for an anti-establishment movement that doesn't bash migrants. The Labour Party has left a massive gap when it abandoned people on immigration and Palestine.""

Another left-wing activist still in the party says it's only capturing people who got kicked out of the party anyway.

But Labour gave the most withering response of all. A source said: ""The electorate has twice given its verdict on a Jeremy Corbyn-led party.""

As we go into recess, it's clear what all this organisation is about.

Someone on the organisation committee told me they've been gearing up for next year's local elections for a while now.

They've been speaking to independent groups and formed a sub-committee of councillors with about 200 people already on board.

A vice chair of this group described themselves to me as ""foot soldiers waiting for their orders"". The new party expects Labour to get a hammering or, in their words, they think ""Labour is f*****"".

Be the first to getBreaking News

Install the Sky News app for free

At the last locals, Reform got a boost and this time the left think it's theirs for the taking.

""You can't make things happen overnight, look at Reform who came out of UKIP - these things don't come out of nowhere.""

Keir Starmerstarted his premiership attempting to crush the left and probably thought coming into power they were safely sealed inside a tomb.

They wanted to prove him wrong, and two of the Labour party's most popular and rebellious former MPs now plan to take him on."
Epstein questions keep coming as White House tightens its grip on who can answer them,https://news.sky.com/story/epstein-questions-keep-coming-as-white-house-tightens-its-grip-on-who-can-answer-them-13401333,,,"Another day, another headline about Jeffrey Epstein for the White House to contend with.

The Wall Street Journalhas reportedthat US attorney general Pam Bondi met withPresident Trumpin May to inform him that his name appears multiple times in files related toJeffrey Epstein, who took his own life while awaiting trial on sex trafficking charges in 2019.

While the appearance of anyone's name in the files would not in itself indicate wrongdoing, it adds fuel to the fire of those peddling a conspiracy of the president's own making.

Trump latest:Questions hang over Ghislaine Maxwell meeting

During the election campaign, he implied the Biden administration was concealing something in the Epstein files and vowed to release them.

Once elected, his Department of Justice said it had reviewed the files and there was nothing to see.

In a clumsy attempt to shut down questions from their own base, they shifted the focus to the question of Donald Trump's own relationship with Epstein.

More on Donald Trump

Huge security operation as Donald Trump tees off at his Scottish golf courseTrump issues warning to leaders as he arrives in ScotlandGhislaine Maxwell answered justice department questions 'about 100 different people', her lawyer says

Huge security operation as Donald Trump tees off at his Scottish golf course

Trump issues warning to leaders as he arrives in Scotland

Ghislaine Maxwell answered justice department questions 'about 100 different people', her lawyer says

Related Topics:

Donald TrumpJeffrey Epstein

The two were friends in the nineties and noughties with Trump flying several times on Epstein's plane according to flight records. Again, there is no indication of any wrongdoing.

Three times in two weeks though, the president has attempted to quell the media storm.

He did a U-turn and ordered the release of grand jury testimony related to Epstein. A judge hasdeclined that request, ruling it doesn't meet the bar.

Hefiled a lawsuitagainst Rupert Murdoch and the Wall Street Journal for a report alleging he had sent a suggestive birthday letter to Epstein, something Trump calls ""fake news"".

And he gave his seal of approval to the justice department's decision to meet with Epstein's former girlfriend and accomplice, the jailed Ghislaine Maxwell.

Read more:All we know about Trump and Epstein's 'friendship'US president denies writing Epstein letter

Follow our channel and never miss an update

In a break from his usual all-hands-on-deck approach of having key figures promote and defend him, the president doesn't want his administration talking about Epstein, according to NBC.

A senior administration source, speaking on condition of anonymity, told the network no one is allowed to speak about it without high-level vetting.

Please use Chrome browser for a more accessible video player

Chapters

descriptions off, selected

Captions settings, opens captions settings dialogCaptions off, selectedEnglish

en (Main), selected

This is a modal window.

Beginning of dialog window. Escape will cancel and close the window.

End of dialog window.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

""The communications office has to be directly involved in every aspect of this,"" they said. ""Every 'i' must be dotted and every 't' must be crossed through us.

""The questions are going to come, but whether we engage or not is part of the consideration."""
Ofwat to be swept away on tide of public anger over sewage spills,https://news.sky.com/story/ofwat-to-be-swept-away-on-tide-of-public-anger-over-sewage-spills-13399527,,,"Sir Jon Cunliffe's review of the water sector is comprehensive, clear-eyed, and about as radical as allowed by terms of reference that explicitly ruled out renationalisation of England's private water and sewage companies.

With that key demand of many campaigners off the table, the former Bank of England deputy governor hasfocused on more effective regulationand securing a better deal for consumers and the investors without whom the industry will sink.

So Ofwat, the embattled current regulator,is to be swept awayon the tide of public anger atsewage outflowsand shareholder dividends, and the disgruntlement of all its stakeholders.

Money blog: Funeral director on why she speaks to dead people

Please use Chrome browser for a more accessible video player

Chapters

descriptions off, selected

Captions settings, opens captions settings dialogCaptions off, selectedEnglish

en (Main), selected

This is a modal window.

Beginning of dialog window. Escape will cancel and close the window.

End of dialog window.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

Having succeeded in its primary aim of keeping consumer bills down, it is now a victim of the consequences: a shortage of investment in infrastructure and a failure to apply similar rigour to shareholder dividends and executive pay.

While campaigners and customers say it has failed to hold companies to account, the companies complain they are too tightly controlled to attract investment.

Ofwat privately points out it can only apply the powers and political direction it is given - but the new government, going with the flow of angry voters, will not hesitate to pull the chain.

More on Sewage

Compulsory water meters and regulator abolished - key recommendations from landmark report into 'broken' water industryLabour will eliminate unauthorised sewage spillages in a decade, environment secretary saysWhy aquatic life is facing a double whammy as sewage overflows spill into rivers amid heavy rain

Compulsory water meters and regulator abolished - key recommendations from landmark report into 'broken' water industry

Labour will eliminate unauthorised sewage spillages in a decade, environment secretary says

Why aquatic life is facing a double whammy as sewage overflows spill into rivers amid heavy rain

Related Topics:

sewage

Please use Chrome browser for a more accessible video player

Chapters

descriptions off, selected

Captions settings, opens captions settings dialogCaptions off, selectedEnglish

en (Main), selected

This is a modal window.

Beginning of dialog window. Escape will cancel and close the window.

End of dialog window.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

The new regulator that follows will have control over environmental as well as economic standards, which has to be better than the current division between three different bodies, and may help define targets and priorities for the industry, like cuttingsewageoutflows in half by 2030.

But to deliver those targets, water companies need to be both sustainable and financially attractive.

Please use Chrome browser for a more accessible video player

Chapters

descriptions off, selected

Captions settings, opens captions settings dialogCaptions off, selectedEnglish

en (Main), selected

This is a modal window.

Beginning of dialog window. Escape will cancel and close the window.

End of dialog window.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

Like it or not, that means paying a return to investors, a fact that Sir Jon, a veteran of the financial crisis, does not attempt to hide.

Read more from Sky News:Police search for missing woman last seen at petrol stationOne of UK's busiest train stations issues 'do not travel' warning

Follow our channel and never miss an update

Be the first to getBreaking News

Install the Sky News app for free

So while there will be tougher powers to vet and even block potential company owners, he wants to create a low-risk, low-return environment for investors who currently see better returns elsewhere without any of the political and public heat that comes with water."
The Wargame - episode one: False Flag,https://news.sky.com/story/the-wargame-episode-one-false-flag-13381094,,Author not found,"👉 Click here to listen to The Wargame on your podcast app 👈

Tensions with Russia escalate, and an imaginary week in the near future takes a turn for the unexpected. The prime minister calls an emergency Cobra meeting.

Amajor five-part seriesfrom Sky News and Tortoise imagines how a Russian attack on the UK could play out - and invites real-life former ministers, military chiefs and other experts to figure out how to defend the country.

Written and presented by Sky News' security and defence editor, Deborah Haynes."
The Wargame - episode two: Armed Attack,https://news.sky.com/story/the-wargame-episode-two-armed-attack-13381097,,Author not found,"👉 Click here to listen to The Wargame on your podcast app 👈

Hostilities with Russia erupt into an unprecedented attack. The prime minister and his team scramble to respond. Will the UK's allies choose to help them?

A major five-part series from Sky News and Tortoise imagines how a Russian attack on the UK could play out - and invites real-life former ministers, military chiefs and other experts to figure out how to defend the country.

Written and presented by Sky News' security and defence editor, Deborah Haynes."
The Wargame - episode three: Where's the War Book?,https://news.sky.com/story/the-wargame-episode-three-wheres-the-war-book-13384471,,Author not found,"👉 Click here to listen to The Wargame on your podcast app 👈

The prime minister must address the nation. Meanwhile his ministers and officials do their best to deal with a crisis the UK hasn't seriously prepared for in a generation.

Amajor five-part seriesfrom Sky News and Tortoise imagines how a Russian attack on the UK could play out - and invites real-life former ministers, military chiefs and other experts to figure out how to defend the country.

Written and presented by Sky News' security and defence editor, Deborah Haynes."
The Wargame - episode four: Ultimatum,https://news.sky.com/story/the-wargame-episode-four-ultimatum-13384472,,Author not found,"👉 Click here to listen to The Wargame on your podcast app 👈

A city is on fire. The UK fights back. Russia and Britain both have nuclear weapons. Will either country use them?

Amajor five-part seriesfrom Sky News and Tortoise imagines how a Russian attack on the UK could play out - and invites real-life former ministers, military chiefs and other experts to figure out how to defend the country.

Written and presented by Sky News' security and defence editor, Deborah Haynes."
The Wargame - episode five: The Choice,https://news.sky.com/story/the-wargame-episode-five-the-choice-13387523,,Author not found,"👉 Click here to listen to The Wargame on your podcast app 👈

Hostilities worsen despite attempts to broker a ceasefire. What happens next requires difficult decisions and hard choices.

A major five-part series from Sky News and Tortoise which imagines how a Russian attack on the UK could play out - and invites real-life former ministers, military chiefs and other experts to figure out how to defend the country.

Written and presented by Sky News' security and defence editor, Deborah Haynes."
Saturday 26 July 2025,https://news.sky.com/puzzles/sudoku,Date not found,Author not found,Content not found.
Saturday 26 July 2025,https://news.sky.com/puzzles/totalize,Date not found,Author not found,Content not found.
Saturday 26 July 2025,https://news.sky.com/puzzles/word-ladder,Date not found,Author not found,Content not found.
Saturday 26 July 2025,https://news.sky.com/puzzles/make-tracks,Date not found,Author not found,Content not found.
"Why is Lucy Bronze, the Lionesses' golden girl?",https://news.sky.com/story/why-is-lucy-bronze-the-lionesses-golden-girl-13401646,,Author not found,"👉 Listen to Sky News Daily on your podcast app 👈

Lucy Bronze, the 33-year-old defender, has been at the heart of the England team for over a decade, with 139 caps so far. She's played a crucial role in getting the Lionesses to the Euro 2025 final with her penalty kick proving a turning point in the quarter-finals.

Shirts with her name on the back are amongst the most commonly worn by England fans, a testament to her contribution to the growth of the women's game.

On today's episode, Niall Paterson learns about Bronze's work ethic and the challenges she's overcome, with former teammate Lianne Sanderson and Sky News sports presenter Jacquie Beltrao.

Producers: Soila Apparicio and Emily HulmeEditor: Wendy Parker"
Is the government preparing for a summer of riots?,https://news.sky.com/story/is-the-government-preparing-for-a-summer-of-riots-13401237,,Author not found,"👉 Click here to listen to Electoral Dysfunction on your podcast app 👈

Summer is here and the government is worrying about riots on the streets.

In their final episode of this political term, Beth, Ruth and Harriet unpack No 10's briefing this week that Angela Rayner has warned about the risk of civil unrest, almost a year on from the murders in Southport that sparked a summer of violent protests.

So what is the government's strategy? And what's really going on in towns like Epping, where asylum hotels have sparked backlash this week?

Plus, the return of Sir James Cleverly to the Tory frontbench: is this the start of a Conservative revival or just more reshuffling?

Remember, you can also watch us onYouTube."
Trump in Scotland: Escaping Epstein?,https://news.sky.com/story/trump-in-scotland-escaping-epstein-13401332,,Author not found,"👉 Follow Trump100 on your podcast app 👈

The Epstein files are increasingly consuming the Trump administration, while Ghislaine Maxwell, Jeffrey Epstein’s co-conspirator and accomplice, has met Department of Justice officials and been ordered to appear before a congressional committee.

This, as the Wall Street Journal continues to reveal the alleged extent of Donald Trump's relationship with the convicted sex offender.

Meanwhile, the president is due to arrive in Scotland to honour his mother, play golf, and meet Sir Keir Starmer and Scottish First Minister John Swinney.

Over summer, Trump 100 is in your podcast feed on Tuesdays and Fridays.

If you've got a question you'd like the Trump100 team to answer, you can email it totrump100@sky.uk.

You can also watch all episodes on ourYouTube channel."
Doctors' strike - what's different this time?,https://news.sky.com/story/doctors-strike-whats-different-this-time-13401293,,Author not found,"👉 Listen to Sky News Daily on your podcast app 👈

Thousands of resident doctors, formerly known as junior doctors, are due to strike for five days from Friday morning.

The doctors' union, the British Medical Association, is calling for a pay rise of 29.2% to reverse ""pay erosion"" since 2008/09. The government has offered 5.4%.

In previous strikes, around 1.5 million appointments were cancelled or rescheduled, but this time hospitals have been told to cancel non-urgent work only in ""exceptional circumstances"".

In today's episode, Niall Paterson talks to Sky's health correspondent Ashish Joshi about how the NHS will deal with the walkout and also to resident doctor Bhasha Mukherjee about why she voted for strike action.

Producer: Emily HulmeEditor: Wendy Parker"
Grammy-winning jazz singer Dame Cleo Laine dies,https://news.sky.com/story/grammy-winning-jazz-singer-dame-cleo-laine-dies-13401823,,Author not found,"Grammy-winning jazz singer Dame Cleo Laine has died aged 97.

Dame Cleo was a leading figure of the British jazz scene for many years and worked with the likes of Ray Charles and Frank Sinatra.

Her famed scat singing style, her remarkable range from tenor to contralto and her smoky voice made her Britain's most successful jazz singer, earning her the nickname the First Lady of Jazz.

""It is with deepest sadness that we announce the passing of our dearly beloved mother, Cleo, who died peacefully yesterday afternoon,"" her children Jacqui and Alec Dankworth said.

""We will all miss her terribly. The family wish to be given space to grieve and ask for privacy at this very difficult time.""

Dame Cleo's husband, saxophonist Sir John Dankworth, died aged 82 in 2010 after being a mainstay of the British jazz scene for more than 50 years.

The couple founded a charity and venue called The Stables in 1970 to ""ensure young people have access to great music and music education"", David Meadowcroft, chairman of the charity, said, adding that The Stables would continue the couple's commitment.

He added that Dame Cleo ""was a remarkable performer who was loved by audiences around the world"".

Monica Ferguson, artistic director of The Stables, said the singer ""will be greatly missed, but her unique talent will always be remembered"".

Born Clementina Dinah Campbell, the singer grew up with her Jamaican father and English mother in Southall, west London, where she was supported by her father's busking talents.

Be the first to getBreaking News

Install the Sky News app for free

She became a professional jazz singer in her mid-20s when she successfully auditioned for the Johnny Dankworth Seven in 1951 and changed her name to Cleo Laine.

Seven years later, Dame Cleo married Sir John. Their son Alec was born in 1960, a year before his mother scored a top 10 hit with You'll Answer To Me, before daughter Jacqueline followed in 1963.

In 1973, Dame Cleo and Sir John drew a sold-out crowd at New York's Carnegie Hall and launched a series of popular concerts.

She received a Grammy Award for Best Jazz Vocal Performance for Cleo At Carnegie in 1986.

Read more from Sky News:Top Boy actor charged with two counts of rapeAnother resignation after viral Coldplay concert video

Follow our channel and never miss an update

In the 1997 Birthday Honours, the singer became the first British jazz artist to be made a dame.

Her career was later also honoured with a Life Achievement Award at the British Jazz Awards in 2002."
"Riverdance star Michael Flatley to make bid for Irish presidency, court hears",https://news.sky.com/story/riverdance-star-michael-flatley-to-make-bid-for-irish-presidency-court-hears-13401658,,Author not found,"Riverdance star Michael Flatley is hoping to become Ireland's next president, a court has heard.

The revelation came out in a legal case over work done on his mansion in County Cork, the Castlehyde.

Barrister Ronnie Hudson said there had been a ""material change in circumstances"" for Flatley and he's set to move back to Ireland in the next two weeks in the hope of running in autumn's election.

A legal statement signed by the star's solicitor, Maxwell Mooney, was also submitted to the High Court stating Flatley would ""seek nominations to run for president of Ireland"".

Flatley rose to fame when Riverdance, which features traditional Irish music and dance, became a phenomenon in the 1990s and went on to tour the world. It continues to be performed today.

The choreographer and dancer also created and starred in Lord Of The Dance.

The 67-year-old - who currently lives in Monaco - strongly hinted at a presidential bid last week, but said he hadn't made a final decision.

More on Ireland

Thomas 'Bomber' Kavanagh: Kinahan crime boss ordered to pay back £1.1mInternational experts join mass grave excavation at former mother and baby home in IrelandWhat happened at the Tuam mother and baby home - and why is the site now only being excavated?

Thomas 'Bomber' Kavanagh: Kinahan crime boss ordered to pay back £1.1m

International experts join mass grave excavation at former mother and baby home in Ireland

What happened at the Tuam mother and baby home - and why is the site now only being excavated?

Related Topics:

Ireland

He told a radio interview he didn't think the Irish people had a ""true proper deep voice that speaks their language"".

Flatley said the ""average person on the street"" is unhappy with the status quo and ""somebody has to speak for the Irish people"".

Listen to The World with Richard Engel and Yalda Hakim every Wednesday

Read more from Sky News:Powerboat driver dies after crashing into houseboatAnother resignation as fallout from Coldplay video deepens

The role of president inIrelandis largely ceremonial and is currently held by Michael D Higgins, whose term ends on 11 November.

The election is expected to take place at the end of October.

A candidate needs nominations from at least 20 members of the Irish parliament or at least four local authorities.

Those who've already met the criteria are former farming journalist and EU commissioner Mairead McGuinness, and former Galway mayor Catherine Connolly.

Former MMA fighter Conor McGregor is among others who have alsohinted they might run- although the prospect was universally rejected by other politicians in Ireland."
New internet rules enforced from today - but this grieving mother is sceptical they will work,https://news.sky.com/story/new-internet-rules-enforced-from-today-but-this-grieving-mother-is-sceptical-they-will-work-13401388,,Mickey Carroll,"""People always think: 'Oh, that's not going to happen to me, it's not going to happen to my child,'"" says Ellen Roome.

She's sitting in her peaceful garden in Cheltenham, bumblebees trundling around in the bushes behind her.

""I didn't expect it to be my child.""

Jools, Ellen's son, was 14 years old when he took his life in 2022. It's thought he had been watching harmful content online when he died.

Ellen was the one who found him.

Jools was funny, into martial arts - in fact, he was a black belt in kung fu at just 10 years old - and he was popular.

This weekend, his school friends are all heading to Ellen's house to help her mark what should be his 18th.

They come every year to celebrate his birthday, and there are signs of how loved he is all over the house - pictures, a small wooden dinghy painted red in the garden, his name written down the side in curly script.

When Jools passed away, Ellen became part of a small but growing group of parents in the UK whose children have died after seeing harmful content on the internet.

Today, Ofcom, the communications regulator, begins enforcing new rules to protect the UK's children online.

Read more:New internet rules come into force - here's what will change

'New rules don't go far enough'

The new rules mean ""highly effective"" age verification systems must be in place on pornographic content, and social media algorithms must be altered to stop harmful content popping up on young people's feeds.

But Ellen, and many of the bereaved parents she campaigns with, aren't satisfied - for them, the rules don't go far enough.

""At the moment, you've got massive gaps still where it's not safe,"" she says.

""Online platforms are having to do age verification. Is that going to work? Children are quite clever. They find loopholes of how to get around these things.""

Please use Chrome browser for a more accessible video player

Chapters

descriptions off, selected

Captions settings, opens captions settings dialogCaptions off, selectedEnglish

en (Main), selected

This is a modal window.

Beginning of dialog window. Escape will cancel and close the window.

End of dialog window.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

Teens: Internet a 'malicious place'

She's not alone in her scepticism.

More than a hundred miles away in a Warrington youth club, a group of 15 teenagers have given up one of their first afternoons of summer holidays to talk about what they've seen online.

When asked if they've seen harmful or inappropriate content online, one of them, a 17-year-old called Amy, replies: ""More than I can count.""

When she describes the things she has been sent or scrolled through on social media, it's clear she's not exaggerating.

Ryan, another 17-year-old, nonchalantly describes the internet as a ""very, very malicious place"".

""If you're going into an online space and you're expecting simplicity and everything to be nice and tame, you're going in quite naive,"" he says.

Lucas and his twin brother are just 12 years old and even they've seen language that ""can be quite explicit for children around my age"", he says.

But the young people here at Warrington Youth Zone aren't all convinced these new rules are going to make a difference.

Many of them assume their peers will just find ways around the content controls.

""If people are that determined to have an over-18s account, nothing is really going to stop them,"" says 15-year-old Freya.

Warning of 'steep sanctions'

Peter Kyle, the technology secretary, is more optimistic.

""This is a moment where the safety of children online is going to take the biggest step forward since the creation of the internet,"" he told Sky News.

""Finally, we [have] platforms who are having to verify people's age before they access material and there will be very steep sanctions if material finds its way into children's hands and it is inappropriate,"" he says.

He's proud of these new regulations; they are the first of their kind in this country.

Not only are there much stricter rules in place, Ofcom, the communications regulator, also has significant powers if companies don't comply.

Read more from science and technology:Donald Trump declares US is going to 'win' AI race'Thousands of cancer cases could be prevented'

Be the first to getBreaking News

Install the Sky News app for free

Plenty of cynicism about checks

It can impose fines of up to £18m or 10% of revenue and, in very serious cases, stop sites operating in the UK, all in the name of cleaning up the internet ""cesspit"" he says the UK's children have become used to.

""It is indistinguishable for them as to what's going to come up next [in their feeds].

""They don't know whether it's going to be something healthy that they want to see or whether it is something criminally violent or exploitative or damaging.""

There's plenty of cynicism about these new rules.

Some people are suspicious about privacy. ""Highly effective"" age verification can include bank or ID checks or even AI tools that estimate people's ages.

The chief executive of Yoti, one of the companies now offering these age-checking tools, says he would be ""out of business"" if he didn’t look after users' data.

Robin Tombs added: ""Over time, people will get comfortable [and] trust that if it is well-regulated, you can do this with privacy.""

Criminalisation of children?

Others worry that more teenagers will end up being criminalised.

Marcus Johnstone, a lawyer who specialises in sexual crimes, says: ""You're not going to be able to stop teenagers watching pornography.""

""The schools, the colleges they're at, everybody's watching pornography so they will want access to that.

""It will result in criminalisation of more young people because they will want to find that material and if it's not available on the easy access sites where they might find it now, then they will go on to the illegal sites.""

Ofcom's response to that concern was that these rules are about creating societal change as much as technological blocks on content.

Follow our channel and never miss an update

""It's about what we as a society say is normal for our online experiences,"" says Jessica Smith, online safety principal at the regulator.

Others, like Ellen, want the rules to go much further.

She supports an all-out ban of under-18s on social media, saying an Australia-style ban of under-16s doesn't go far enough.

""At 16, you're still quite naive and young. I remember thinking I was very mature at 16. Looking back, I really wasn't,"" she says.

Follow our channel and never miss an update

Be the first to getBreaking News

Install the Sky News app for free

Peter Kyle, while celebrating the new rules, is realistic.

""I am not telling every parent out there that [from today], every single corner of the internet is going to be safe for their kids to be on, or that some content won't slip through.

""But what I am saying is that I am expecting a step change in children's experience.

""They will notice the difference. For the first time since the creation of the internet, parents and children will notice a difference in their online experience.""

Anyone feeling emotionally distressed or suicidal can call Samaritans for help on 116 123 or emailjo@samaritans.orgin the UK. In the US, call the Samaritans branch in your area or 1 (800) 273-TALK."
Dozens dead as storm sweeps through the Philippines,https://news.sky.com/story/tropical-storm-sweeps-through-the-philippines-leaving-at-least-25-dead-13401780,,Author not found,"A fierce tropical storm has torn through the Philippines' mountainous north, in a week which has already seen floods and landslides claim at least 25 lives.

Typhoon Co-may struck the town of Agno in Pangasinan province Thursday night with winds reaching speeds of 120 kilometres (74 miles) per hour. By Friday afternoon, as it moved northeast, the typhoon had weakened slightly.

Co-may struck after seasonal monsoon rains drenched a vast part of the country for over a week. More than a dozen additional tropical storms are expected to strike the Southeast Asian nation before the end of the year, forecasts show.

At least 25 deaths have been reported since last weekend, mostly due to flash floods, toppled trees, landslides, and electrocution, according to officials. A further eight people have been reported missing.

Schools in the capital, Manila, remained closed for the third consecutive day on Friday, with classes also suspended in 35 provinces across the main northern region of Luzon. Over 80 towns and cities, mostly in Luzon, have declared a state of calamity, enabling quicker access to emergency funds and the freezing of prices on essential goods.

The weather has forced 278,000 people to seek refuge in emergency shelters or with relatives. According to the government's disaster response agency, close to 3,000 homes have suffered damage.

Thousands of military personnel, police officers, coast guard members, firefighters, and civilian volunteers have been deployed to assist in rescuing residents.

More from World

Middle East latest: Gaza aid airdrops a 'smokescreen' and 'distraction', says UN agency chief25% of young children and pregnant women malnourished in Gaza, charity says, as PM vows to fly critical medical cases to UKPlane plunges 300ft in 36 seconds to avoid another aircraft

Middle East latest: Gaza aid airdrops a 'smokescreen' and 'distraction', says UN agency chief

25% of young children and pregnant women malnourished in Gaza, charity says, as PM vows to fly critical medical cases to UK

Plane plunges 300ft in 36 seconds to avoid another aircraft

Philippines President Ferdinand Marcos Jr. visited emergency shelters Thursday in Rizal province to help distribute food packs to displaced residents. ""Everything has changed,"" Marcos said.

He subsequently called an emergency meeting with disaster-response officials, warning that both the government and the public need to adapt to the increasing frequency and unpredictability of natural disasters due to climate change.

The United States has pledged to provide military aircraft to assist in transporting food and other aid to remote areas if weather conditions deteriorate further.

The Philippines is struck by around 20 typhoons and storms every year and frequently experiences earthquakes and volcanic activity, making it one of the world's most disaster-prone countries."
